index_source,pubmed_id,title_pub,title_source,authors_pub,clusterid_google,titleMatch
497,,,"Min Jia1, 2, 5, Jianchao Li3, 5, Jinwei Zhu1, 3, Wenyu Wen1, Mingjie Zhang3, 4, and Wenning Wang1",,11357483311412032035,None
498,,,Protein Source N-ter/Function,,GE-Nr98_glwJ,None
499,,,[CITATION][C],,vfejx3MHK3IJ,None
500,34158639,Spindle positioning and its impact on vertebrate tissue architecture and cell fate.,Spindle positioning and its impact on vertebrate tissue architecture and cell fate,"T LECHLER,M MAPELLI",15230227246431522546,High
501,33869212,"The Nuclear Mitotic Apparatus (NuMA) Protein: A Key Player for Nuclear Formation, Spindle Assembly, and Spindle Positioning.","The nuclear mitotic apparatus (NuMA) protein: A key player for nuclear formation, spindle assembly, and spindle positioning","T KIYOMITSU,S BOERNER",17222206320690718458,High
502,32687894,Diversity of activator of G-protein signaling (AGS)-family proteins and their impact on asymmetric cell division across taxa.,Diversity of activator of G-Protein signaling (AGS)-family proteins and their impact on asymmetric cell division across taxa,"FDM WAVREIL,M YAJIMA",6498929501218490803,High
503,28045117,Cell division orientation is coupled to cell-cell adhesion by the E-cadherin/LGN complex.,Cell division orientation is directly coupled to cell-cell adhesion by the E-cadherin/LGN complex,"M GLOERICH,JM BIANCHINI,KA SIEMERS,DJ COHEN,WJ NELSON",880198661221908376,High
504,26592339,"Warts phosphorylates mud to promote pins-mediated mitotic spindle orientation in Drosophila, independent of Yorkie.",Mechanisms of Oriented Cell Division and Their Roles in Tissue Development,"EB DEWEY,D SANCHEZ,CA JOHNSTON",1778091622132859238,Low
505,34958389,NuMA forms condensates through phase separation to drive spindle pole assembly.,NuMA forms condensates through phase separation to drive spindle pole assembly,"H MA,F QI,L JI,S XIE,J RAN,M LIU,J GAO,J ZHOU",6717814155902624613,High
506,,,STUDIO DELL'INTERATTOMA DELLA PROTEINA PAR-6 IN CELLULE DI CARCINOMA MAMMARIO DELLA LINEA 8701-BC,,16452664537554905327,None
507,,,細胞極性タンパク質 LGN とパートナー分子 mInsc 複合体の認識機構,,3367934658759592034,None
508,,,PDZ 支架蛋白 PDZK1 通过 PDZ1 与 PDZ3 结构域与磷脂酶 Cβ2 羧基末端 PDZ 结合模块相互作用,,13995846657990875536,None
509,27565345,Phase Transition in Postsynaptic Densities Underlies Formation of Synaptic Complexes and Synaptic Plasticity.,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,"M ZENG,Y SHANG,Y ARAKI,T GUO,RL HUGANIR,M ZHANG",7601154960238900186,High
510,27432284,Regulation of mitotic spindle orientation: an integrated view.,Regulation of mitotic spindle orientation: an integrated view,"F DI PIETRO,A ECHARD,X MORIN",7075825475564451234,High
511,24028161,Structures and target recognition modes of PDZ domains: recurring themes and emerging pictures.,Structures and target recognition modes of PDZ domains: recurring themes and emerging pictures,"F YE,M ZHANG",8335243719973926517,High
512,23571210,Molecular pathways regulating mitotic spindle orientation in animal cells.,Molecular pathways regulating mitotic spindle orientation in animal cells,"MS LU,CA JOHNSTON",9940319800218621783,High
513,22889906,Modular evolution of phosphorylation-based signalling systems.,Modular evolution of phosphorylation-based signalling systems,"J JIN,T PAWSON",10299002315810887059,High
514,26988743,Mechanistic basis of MAGUK-organized complexes in synaptic development and signalling.,Mechanistic basis of MAGUK-organized complexes in synaptic development and signalling,"J ZHU,Y SHANG,M ZHANG",4976467416538385573,High
515,,,Epithelial homeostasis,,8992377996879775611,None
516,23453810,"MEK1 is required for PTEN membrane recruitment, AKT regulation, and the maintenance of peripheral tolerance.","MEK1 is required for PTEN membrane recruitment, AKT regulation, and the maintenance of peripheral tolerance","K ZMAJKOVICOVA,V JESENBERGER,F CATALANOTTI,C BAUMGARTNER,G REYES,M BACCARINI",1402947212552464247,High
517,28236779,MAGUKs: multifaceted synaptic organizers.,MAGUKs: multifaceted synaptic organizers,"S WON,JM LEVY,RA NICOLL,KW ROCHE",17422161544730430595,High
518,25385611,Structure of Crumbs tail in complex with the PALS1 PDZ-SH3-GK tandem reveals a highly specific assembly mechanism for the apical Crumbs complex.,Structure of Crumbs tail in complex with the PALS1 PDZ–SH3–GK tandem reveals a highly specific assembly mechanism for the apical Crumbs complex,"Y LI,Z WEI,Y YAN,Q WAN,Q DU,M ZHANG",11568346762415393374,High
519,,,Aurora A triggers Lgl cortical release during symmetric division to control planar spindle orientation,,15396818077256717400,None
520,26751642,Concomitant binding of Afadin to LGN and F-actin directs planar spindle orientation.,Concomitant binding of Afadin to LGN and F-actin directs planar spindle orientation,"M CARMINATI,S GALLINI,L PIROVANO,A ALFIERI,S BISI,M MAPELLI",14055277995097940843,High
521,25202028,Dlg1 controls planar spindle orientation in the neuroepithelium through direct interaction with LGN.,Dlg1 controls planar spindle orientation in the neuroepithelium through direct interaction with LGN,"M SAADAOUI,M MACHICOANE,F DI PIETRO,F ETOC,A ECHARD,X MORIN",2657448047484046195,High
522,26790885,Correction: Evolution of an ancient protein function involved in organized multicellularity in animals.,Evolution of an ancient protein function involved in organized multicellularity in animals,"DP ANDERSON,DS WHITNEY,V HANSON-SMITH,A WOZNICA,W CAMPODONICO-BURNETT,BF VOLKMAN,N KING,JW THORNTON,KE PREHODA",3630451802969422880,High
523,24513855,Phosphorylation-dependent interaction between tumor suppressors Dlg and Lgl.,Phosphorylation-dependent interaction between tumor suppressors Dlg and Lgl,"J ZHU,Y SHANG,Q WAN,Y XIA,J CHEN,Q DU,M ZHANG",7497317851290524517,High
524,22524602,An oblique view on the role of spindle orientation in vertebrate neurogenesis.,An oblique view on the role of spindle orientation in vertebrate neurogenesis,"E PEYRE,X MORIN",2823285896253906989,High
525,22711802,"The occludin and ZO-1 complex, defined by small angle X-ray scattering and NMR, has implications for modulating tight junction permeability.","The occludin and ZO-1 complex, defined by small angle X-ray scattering and NMR, has implications for modulating tight junction permeability","BR TASH,MC BEWLEY,M RUSSO,JM KEIL,KA GRIFFIN,JM SUNDSTROM,DA ANTONETTI,F TIAN,JM FLANAGAN",5821631691185750342,High
526,28351864,Spindle orientation: a question of complex positioning.,Spindle orientation: a question of complex positioning,"DT BERGSTRALH,NS DAWNEY,D ST JOHNSTON",5848061453100497667,High
527,27271353,Resequencing and Association Analysis of Six PSD-95-Related Genes as Possible Susceptibility Genes for Schizophrenia and Autism Spectrum Disorders.,Resequencing and association analysis of six PSD-95-related genes as possible susceptibility genes for schizophrenia and autism spectrum disorders,"J XING,H KIMURA,C WANG,K ISHIZUKA,I KUSHIMA,Y ARIOKA,A YOSHIMI,Y NAKAMURA,T SHIINO,T OYA-ITO,Y TAKASAKI,Y UNO,T OKADA,T IIDAKA,B ALEKSIC,D MORI,N OZAKI",9432762186957192791,High
528,25429624,SAP97-mediated ADAM10 trafficking from Golgi outposts depends on PKC phosphorylation.,SAP97-mediated ADAM10 trafficking from Golgi outposts depends on PKC phosphorylation,"C SARACENO,E MARCELLO,D DI MARINO,B BORRONI,S CLAEYSEN,J PERROY,A PADOVANI,A TRAMONTANO,F GARDONI,M DI LUCA",9321673388187804834,High
529,31492534,Phase Separation-Mediated TARP/MAGUK Complex Condensation and AMPA Receptor Synaptic Transmission.,Phase separation-mediated TARP/MAGUK complex condensation and AMPA receptor synaptic transmission,"M ZENG,J DÍAZ-ALONSO,F YE,X CHEN,J XU,Z JI,RA NICOLL,M ZHANG",8796556845039587004,High
530,,,Characterization of the structure and intermolecular interactions between the connexin 32 carboxyl-terminal domain and the protein partners synapse-associated …,,4095014450119753960,None
531,28963071,Protein Complex Assemblies in Epithelial Cell Polarity and Asymmetric Cell Division.,Protein complex assemblies in epithelial cell polarity and asymmetric cell division,"W WEN,M ZHANG",6826944998539703978,High
532,29138001,PDZ Ligand Binding-Induced Conformational Coupling of the PDZ-SH3-GK Tandems in PSD-95 Family MAGUKs.,PDZ ligand binding-induced conformational coupling of the PDZ–SH3–GK tandems in PSD-95 family MAGUKs,"M ZENG,F YE,J XU,M ZHANG",14829649304716260895,High
533,27185935,A binding site outside the canonical PDZ domain determines the specific interaction between Shank and SAPAP and their function.,A binding site outside the canonical PDZ domain determines the specific interaction between Shank and SAPAP and their function,"M ZENG,Y SHANG,T GUO,Q HE,WH YUNG,K LIU,M ZHANG",12865710700280255412,High
534,28973854,"Proteasome-independent polyubiquitin linkage regulates synapse scaffolding, efficacy, and plasticity.","Proteasome-independent polyubiquitin linkage regulates synapse scaffolding, efficacy, and plasticity","Q MA,H RUAN,L PENG,M ZHANG,MU GACK,WD YAO",11649926717433396751,High
535,,,Novel mechanism of tumor suppression by polarity gene discs large 1 (DLG1) revealed in a murine model of pediatric B-ALL,,3943546634303837456,None
536,24910533,DLG5 in cell polarity maintenance and cancer development.,DLG5 in cell polarity maintenance and cancer development,"J LIU,J LI,Y REN,P LIU",5809994013471375504,High
537,29281827,Synaptic Targeting and Function of SAPAPs Mediated by Phosphorylation-Dependent Binding to PSD-95 MAGUKs.,Synaptic targeting and function of SAPAPs mediated by phosphorylation-dependent binding to PSD-95 MAGUKs,"J ZHU,Q ZHOU,Y SHANG,H LI,M PENG,X KE,Z WENG,R ZHANG,X HUANG,SSC LI,G FENG,Y LU,M ZHANG",15699679757863684213,High
538,29467404,Basal condensation of Numb and Pon complex via phase transition during Drosophila neuroblast asymmetric division.,Basal condensation of Numb and Pon complex via phase transition during Drosophila neuroblast asymmetric division,"Z SHAN,Y TU,Y YANG,Z LIU,M ZENG,H XU,J LONG,M ZHANG,Y CAI,W WEN",14547828783922575692,High
539,,,Pins is not required for spindle orientation in the Drosophila wing disc,,8819402435117681862,None
540,22545154,Structure of an enzyme-derived phosphoprotein recognition domain.,Structure of an enzyme-derived phosphoprotein recognition domain,"CA JOHNSTON,CQ DOE,KE PREHODA",9889160592186857539,High
541,28790172,Postsynaptic density 95 (PSD-95) serine 561 phosphorylation regulates a conformational switch and bidirectional dendritic spine structural plasticity.,Postsynaptic density 95 (PSD-95) serine 561 phosphorylation regulates a conformational switch and bidirectional dendritic spine structural plasticity,"Q WU,M SUN,LP BERNARD,H ZHANG",8309063750505454767,High
542,22952234,Crystal structures of the scaffolding protein LGN reveal the general mechanism by which GoLoco binding motifs inhibit the release of GDP from Gαi.,Crystal structures of the scaffolding protein LGN reveal the general mechanism by which GoLoco binding motifs inhibit the release of GDP from Gαi,"M JIA,J LI,J ZHU,W WEN,M ZHANG,W WANG",14769117065271040778,High
543,23142476,Molecular mechanisms in spindle positioning: structures and new concepts.,Molecular mechanisms in spindle positioning: structures and new concepts,"L STEVERMANN,D LIAKOPOULOS",15928999661500610747,High
544,28917202,Mechanisms of MAGUK-mediated cellular junctional complex organization.,Mechanisms of MAGUK-mediated cellular junctional complex organization,"F YE,M ZENG,M ZHANG",6544785304134805515,High
545,,,An association study between DLGAP1 rs11081062 and EFNA5 rs26728 polymorphisms with obsessive–compulsive disorder in a Chinese Han population,,17539889378096275230,None
546,,,Structure and function of the guanylate kinase-like domain of the MAGUK family scaffold proteins,,5976675877826119998,None
547,30864948,Intramolecular domain dynamics regulate synaptic MAGUK protein interactions.,Intramolecular domain dynamics regulate synaptic MAGUK protein interactions,"N RADEMACHER,B KUROPKA,SA KUNDE,MC WAHL,C FREUND,SA SHOICHET",18301229879737020518,High
548,25407949,Rigidified clicked dimeric ligands for studying the dynamics of the PDZ1-2 supramodule of PSD-95.,Rigidified clicked dimeric ligands for studying the dynamics of the PDZ1-2 supramodule of PSD-95,"JN EILDAL,A BACH,J DOGAN,F YE,M ZHANG,P JEMTH,K STRØMGAARD",9403675806561848017,High
549,27185880,Occludin S471 Phosphorylation Contributes to Epithelial Monolayer Maturation.,Occludin S471 phosphorylation contributes to epithelial monolayer maturation,"MT BOLINGER,A RAMSHEKAR,HV WALDSCHMIDT,SD LARSEN,MC BEWLEY,JM FLANAGAN,DA ANTONETTI",10761039110069982845,High
550,27642159,An Atypical MAGUK GK Target Recognition Mode Revealed by the Interaction between DLG and KIF13B.,An atypical MAGUK GK target recognition mode revealed by the interaction between DLG and KIF13B,"J ZHU,Y SHANG,Y XIA,R ZHANG,M ZHANG",17185896443609533808,High
551,,,Loss of the canonical spindle orientation function in the Pins/LGN homolog AGS 3,,8750993036277774656,None
552,27502157,Evolution of a Protein Interaction Domain Family by Tuning Conformational Flexibility.,Evolution of a protein interaction domain family by tuning conformational flexibility,"DS WHITNEY,BF VOLKMAN,KE PREHODA",10036575622646231028,High
553,32548680,"Liquid-liquid phase separation in biology: mechanisms, physiological functions and human diseases.","Liquid-liquid phase separation in biology: mechanisms, physiological functions and human diseases","H ZHANG,X JI,P LI,C LIU,J LOU,Z WANG,W WEN,Y XIAO,M ZHANG,X ZHU",10349374736765127573,High
554,31248911,SGEF forms a complex with Scribble and Dlg1 and regulates epithelial junctions and contractility.,SGEF forms a complex with Scribble and Dlg1 and regulates epithelial junctions and contractility,"S AWADIA,F HUQ,TR ARNOLD,SM GOICOECHEA,YJ SUN,T HOU,G KREIDER-LETTERMAN,P MASSIMI,L BANKS,EJ FUENTES,AL MILLER,R GARCIA-MATA",7994518287771518336,High
555,,,Activation of Discs large by aPKC aligns the mitotic spindle to the polarity axis during asymmetric cell division,,4990385877597819618,None
556,25461409,Dishevelled binds the Discs large 'Hook' domain to activate GukHolder-dependent spindle positioning in Drosophila.,Dishevelled Binds the Discs Large 'Hook' Domain to Activate GukHolder-Dependent Spindle Positioning in Drosophila,"JD GARCIA,EB DEWEY,CA JOHNSTON",13684872200210791146,High
557,26119529,Phosphoproteomic Analysis Using the WW and FHA Domains as Biological Filters.,Phosphoproteomic analysis using the WW and FHA domains as biological filters,"MH SHOHAG,T NISHIOKA,RU AHAMMAD,S NAKAMUTA,Y YURA,T HAMAGUCHI,K KAIBUCHI,M AMANO",7827023839319975715,High
558,25672880,Mechanistic insight into the functional transition of the enzyme guanylate kinase induced by a single mutation.,Mechanistic insight into the functional transition of the enzyme guanylate kinase induced by a single mutation,"Y ZHANG,H NIU,Y LI,H CHU,H SHEN,D ZHANG,G LI",12628036118083808437,High
559,28701415,Structure of the PSD-95/MAP1A complex reveals a unique target recognition mode of the MAGUK GK domain.,Structure of the PSD-95/MAP1A complex reveals a unique target recognition mode of the MAGUK GK domain,"Y XIA,Y SHANG,R ZHANG,J ZHU",7987506880445441036,High
560,23624197,Crystal structure of the guanylate kinase domain from discs large homolog 1 (DLG1/SAP97).,Crystal structure of the guanylate kinase domain from discs large homolog 1 (DLG1/SAP97),"S MORI,Y TEZUKA,A ARAKAWA,N HANDA,M SHIROUZU,T AKIYAMA,S YOKOYAMA",13332179358092588153,High
561,,,MAGUKs end a tale of promiscuity,,10097823029429758189,None
562,,,Epithelial cell division: Aurora kicks Lgl to the cytoplasmic curb,,6906346537632220509,None
563,26709809,"Analysis for Carom complex, signaling and function by database mining.","Analysis for Carom complex, signaling and function by database mining","S LIU,X XIONG,SV THOMAS,Y XU,X CHENG,X ZHAO,X YANG,H WANG",7679102052402522963,High
564,31910298,Pressure Sensitivity of SynGAP/PSD-95 Condensates as a Model for Postsynaptic Densities and Its Biophysical and Neurological Ramifications.,Pressure Sensitivity of SynGAP/PSD‐95 Condensates as a Model for Postsynaptic Densities and Its Biophysical and Neurological Ramifications,"H CINAR,R OLIVA,YH LIN,X CHEN,M ZHANG,HS CHAN,R WINTER",1633844401782437634,High
565,31617345,Phase Separation in Asymmetric Cell Division.,Phase separation in asymmetric cell division,W WEN,6202012085279254546,High
566,27002761,Copy number variation in archival melanoma biopsies versus benign melanocytic lesions.,Copy number variation in archival melanoma biopsies versus benign melanocytic lesions,"A MAHAS,K POTLURI,MN KENT,S NAIK,M MARKEY",10464855192118114139,High
567,26919260,Spatiotemporal phosphoregulation of Lgl: Finding meaning in multiple on/off buttons.,Spatiotemporal phosphoregulation of Lgl: Finding meaning in multiple on/off buttons,"S MOREIRA,E MORAIS-DE-SÁ",6356832868756189219,High
568,24665376,A complex affair: Attraction and repulsion make occludin and ZO-1 function!,A complex affair: Attraction and repulsion make occludin and ZO-1 function!,"MC BEWLEY,BR TASH,F TIAN,JM FLANAGAN",17741472590470065066,High
569,,,"The p. P888L SAP97 polymorphism increases the transient outward current (I to, f) and abbreviates the action potential duration and the QT interval",,16263954940760373162,None
570,26740169,Evolution of an ancient protein function involved in organized multicellularity in animals.,Molecular evolution of the guanylate kinase domain,"DP ANDERSON,DS WHITNEY,V HANSON-SMITH,A WOZNICA,W CAMPODONICO-BURNETT,BF VOLKMAN,N KING,JW THORNTON,KE PREHODA",16155072293242986751,Low
571,32325951,The Case of the Scribble Polarity Module in Asymmetric Neuroblast Division in Development and Tumorigenesis.,The Case of the Scribble Polarity Module in Asymmetric Neuroblast Division in Development and Tumorigenesis,A CARMENA,984947302147761215,High
572,,,Role of Cecr2 and Candidate Modifier Genes of Cecr2 in the Neural Tube Defect Exencephaly,,7899037418385582134,None
573,,,Probing the effect of conformational changes in protein complexes by vibrational spectroscopy: bioenergetics and allostery,,12126819491498765917,None
574,,,A study of PDZ protein expression during the human papillomavirus life cycle,,15048475690855458960,None
575,32552730,"Multiple functions of the scaffold protein Discs large 5 in the control of growth, cell polarity and cell adhesion in Drosophila melanogaster.","Multiple functions of the scaffold protein Discs large 5 in the control of growth, cell polarity and cell adhesion in Drosophila melanogaster","P VENUGOPAL,H VEYSSIÈRE,JL COUDERC,G RICHARD,C VACHIAS,V MIROUSE",7522162404640629482,High
576,,,Organisation et régulation des canaux sodiques et potassiques cardiaques par les protéines MAGUK,,9596752318418483611,None
577,,,"Biochemical, Structural and Functional Characterization of Two Postsynaptic Density Proteins: Shank3 and SynGAP",,3755109169936664632,None
578,32039235,Characterizing the Binding Sites for GK Domain of DLG1 and DLG4 via Molecular Dynamics Simulation.,Characterizing the Binding Sites for GK Domain of DLG1 and DLG4 via Molecular Dynamics Simulation,"H LI,Q CHEN,C SHAN,C GUO,X YANG,Y CHEN,J ZHU,Q OUYANG",4023046620459650626,High
579,16405569,Distinguishing melanocytic nevi from melanoma by DNA copy number changes: comparative genomic hybridization as a research and diagnostic tool.,Distinguishing Melanocytic Nevi from Melanoma by DNA Copy Number Changes: Array-Comparative Genomic Hybridization as a Research Tool,"J BAUER,BC BASTIAN",17554073166482509030,High
580,,,Epithelial Cell Growth and Polarity Establishment,,8136460954668696013,None
581,,,Differentiation of Cav1. 2 and Cav1. 3 pharmacology and role of RyR2 in pancreatic beta-cell electrophysiology,,4302598491446166034,None
582,,,hDlg controls the trafficking of gap junction protein Cx43 in normal keratinocytes and human papillomavirus-positive tumour cells,,1648436147123856231,None
583,,,The Role of Occludin Ser471 in Ion Permeability,,o7q-Lyy3fk8J,None
584,34596678,Interaction between Discs large and Pins/LGN/GPSM2: a comparison across species.,Interaction between Discs large and GPSM2: A Comparison Across Species,"EA SCHILLER,DT BERGSTRALH",3662361834359199766,High
585,34596678,Interaction between Discs large and Pins/LGN/GPSM2: a comparison across species.,Interaction between Discs large and Pins/LGN/GPSM2: a comparison across species,"EA SCHILLER,DT BERGSTRALH",11068314736467622078,High
586,,,In Vivo Analysis of the LIN-2/7/10 Complex in Spatial Regulation of LET-23 EGFR Signalling C. Elegans,,11646919527906266890,None
587,,,Systematic assessment of the role of Dynein regulators in oriented cell divisions by live RNAi screen in a novel vertebrate model of spindle orientation,,3235842466642004769,None
588,,,Molecular contribution of the Aurora-A kinase and the junctional protein Afadin to oriented cell divisions,,12322498728324740776,None
589,,,Role of a highly conserved region of the NF-kappaB essential modulator in its scaffolding function,,17280958087342842749,None
590,,,Membrane-associated Guanylate Kinase Inverted-3 Modulates Enterovirus Replication through AKT Signaling Activation,,11833301700376221741,None
591,,,[CITATION][C],,fmwejQBOt6IJ,None
592,,,Entropy of stapled peptide inhibitors in free state is the major contributor to the improvement of binding affinity with the GK domain,,4853085254690569857,None
593,,,Phosphorylation of the Tight Junction Protein Occludin Regulates Epithelial Monolayer Proliferation and Maturation.,,14570813241422699130,None
594,,,"Pins is not Required for Spindle Orientation in the
Wing Disc",,2AzinU2DtyUJ,None
595,34719339,"Epithelial integrity, junctional complexes, and biomarkers associated with intestinal functions.","Epithelial integrity, junctional complexes, and biomarkers associated with intestinal functions","A ALIZADEH,P AKBARI,J GARSSEN,J FINK-GREMMELS,S BRABER",197284338955406064,High
596,,,Structure-Function Studies of Scaffolding Proteins Involved in the Formation of Neuronal Connections: AIDA1 and CASKIN2,,15091003041934219930,None
597,,,Studying human neuropsychiatric disease in DLG2 deficient neurons,,15149279808295658396,None
598,,,"Min Jia1, 2, 5, Jianchao Li3, 5, Jinwei Zhu1, 3, Wenyu Wen1, Mingjie Zhang3, 4, and Wenning Wang1",,11357483311412032035,None
599,,,The postsynaptic MAGUK scaffold protein MPP2 organises a distinct interactome that incorporates GABAA receptors at the periphery of excitatory synapses,,7060007153488633756,None
600,,,Functional analysis of disease-associated CASK missense mutations,,8207666451325344471,None
601,,,Computational assessment of the effect of allosteric mutations on the dynamics of PDZ domains,,14942341051751303819,None
602,33869212,"The Nuclear Mitotic Apparatus (NuMA) Protein: A Key Player for Nuclear Formation, Spindle Assembly, and Spindle Positioning.","The nuclear mitotic apparatus (NuMA) protein: A key player for nuclear formation, spindle assembly, and spindle positioning","T KIYOMITSU,S BOERNER",17222206320690718458,High
603,32814116,An ancestral MAGUK protein supports the modulation of mammalian voltage-gated Ca,An ancestral MAGUK protein supports the modulation of mammalian voltage-gated Ca2+ channels through a conserved CaVβ–like interface,"E SEGURA,A MEHTA,M MARSOLAIS,XR QUAN,J ZHAO,R SAUVÉ,JD SPAFFORD,L PARENT",5536973447982381911,Low
604,,,"Missense mutations in CASK, coding for the calcium‐/calmodulin‐dependent serine protein kinase, interfere with neurexin binding and neurexin‐induced …",,12674560747584801423,None
605,,,Molecular Evolution of the Guanylate Kinase Domain This dissertation has been accepted and approved in partial fulfillment of the requirements for the Doctor of …,,RDKR7xjKI6kJ,None
606,,,Membrane associated guanylate kinase inverted-3 의 AKT signaling 을 통한 enterovirus replication 조절,,14173053801333085161,None
607,,,儿童孤独症谱系障碍 DLGAP1 基因多态性研究,,4171102799127759088,None
608,,,Characterisation of the novel postsynaptic scaffold protein MPP2,,2393093451104239097,None
609,,,Rostlinné synapse: víc než metafora?,,wcoYqywP97sJ,None
610,,,Development and dynamics of cell polarity at a glance,,8497156176145052072,None
611,26988743,Mechanistic basis of MAGUK-organized complexes in synaptic development and signalling.,Mechanistic basis of MAGUK-organized complexes in synaptic development and signalling,"J ZHU,Y SHANG,M ZHANG",4976467416538385573,High
612,25484300,Aurora kinases phosphorylate Lgl to induce mitotic spindle orientation in Drosophila epithelia.,Aurora kinases phosphorylate Lgl to induce mitotic spindle orientation in Drosophila epithelia,"GP BELL,GC FLETCHER,R BRAIN,BJ THOMPSON",13039690848077766381,High
613,,,Aurora A triggers Lgl cortical release during symmetric division to control planar spindle orientation,,15396818077256717400,None
614,29409995,The Scribble Cell Polarity Module in the Regulation of Cell Signaling in Tissue Development and Tumorigenesis.,The scribble cell polarity module in the regulation of cell signaling in tissue development and tumorigenesis,"R STEPHENS,K LIM,M PORTELA,M KVANSAKUL,PO HUMBERT,HE RICHARDSON",7975920772623540279,High
615,28351864,Spindle orientation: a question of complex positioning.,Spindle orientation: a question of complex positioning,"DT BERGSTRALH,NS DAWNEY,D ST JOHNSTON",5848061453100497667,High
616,24994932,Establishment of epithelial polarity--GEF who's minding the GAP?,Establishment of epithelial polarity–GEF who's minding the GAP?,"SP NGOK,WH LIN,PZ ANASTASIADIS",8729227830309898182,High
617,26483556,A conserved polybasic domain mediates plasma membrane targeting of Lgl and its regulation by hypoxia.,A conserved polybasic domain mediates plasma membrane targeting of Lgl and its regulation by hypoxia,"W DONG,X ZHANG,W LIU,YJ CHEN,J HUANG,E AUSTIN,AM CELOTTO,WZ JIANG,MJ PALLADINO,Y JIANG,GR HAMMOND,Y HONG",8224531865417396500,High
618,28963071,Protein Complex Assemblies in Epithelial Cell Polarity and Asymmetric Cell Division.,Protein complex assemblies in epithelial cell polarity and asymmetric cell division,"W WEN,M ZHANG",6826944998539703978,High
619,27085003,Dynamics of epithelial cell polarity in Drosophila: how to regulate the regulators?,Dynamics of epithelial cell polarity in Drosophila: how to regulate the regulators?,"D FLORES-BENITEZ,E KNUST",2975684302580319818,High
620,28973854,"Proteasome-independent polyubiquitin linkage regulates synapse scaffolding, efficacy, and plasticity.","Proteasome-independent polyubiquitin linkage regulates synapse scaffolding, efficacy, and plasticity","Q MA,H RUAN,L PENG,M ZHANG,MU GACK,WD YAO",11649926717433396751,High
621,29281827,Synaptic Targeting and Function of SAPAPs Mediated by Phosphorylation-Dependent Binding to PSD-95 MAGUKs.,Synaptic targeting and function of SAPAPs mediated by phosphorylation-dependent binding to PSD-95 MAGUKs,"J ZHU,Q ZHOU,Y SHANG,H LI,M PENG,X KE,Z WENG,R ZHANG,X HUANG,SSC LI,G FENG,Y LU,M ZHANG",15699679757863684213,High
622,,,Pins is not required for spindle orientation in the Drosophila wing disc,,8819402435117681862,None
623,,,Expression of polarity genes in human cancer,,16768282424834342848,None
624,29696344,PAR3-PAR6-atypical PKC polarity complex proteins in neuronal polarization.,PAR3–PAR6–atypical PKC polarity complex proteins in neuronal polarization,"SM HAPAK,CV ROTHLIN,S GHOSH",17022997692062810146,High
625,28917202,Mechanisms of MAGUK-mediated cellular junctional complex organization.,Mechanisms of MAGUK-mediated cellular junctional complex organization,"F YE,M ZENG,M ZHANG",6544785304134805515,High
626,31505411,New insights into apical-basal polarization in epithelia.,New insights into apical-basal polarization in epithelia,"A RIGA,VG CASTIGLIONI,M BOXEM",2998865849555337917,High
627,25798058,Lethal (2) giant larvae: an indispensable regulator of cell polarity and cancer development.,Lethal (2) giant larvae: an indispensable regulator of cell polarity and cancer development,"F CAO,Y MIAO,K XU,P LIU",7076969118574987168,High
628,,,The Scribble–Dlg–Lgl module in cell polarity regulation,,17215836857755443234,None
629,28264819,Phosphoinositides and Membrane Targeting in Cell Polarity.,Phosphoinositides and membrane targeting in cell polarity,"GR HAMMOND,Y HONG",5151839609863270169,High
630,31295650,Switching states: dynamic remodelling of polarity complexes as a toolkit for cell polarization.,Switching states: dynamic remodelling of polarity complexes as a toolkit for cell polarization,"F PEGLION,NW GOEHRING",6713217399321002740,High
631,27642159,An Atypical MAGUK GK Target Recognition Mode Revealed by the Interaction between DLG and KIF13B.,An atypical MAGUK GK target recognition mode revealed by the interaction between DLG and KIF13B,"J ZHU,Y SHANG,Y XIA,R ZHANG,M ZHANG",17185896443609533808,High
632,29154823,Regulation of cellular and PCP signalling by the Scribble polarity module.,Regulation of cellular and PCP signalling by the Scribble polarity module,"M MILGROM-HOFFMAN,PO HUMBERT",1561240192510454086,High
633,32414916,Distinct activities of Scrib module proteins organize epithelial polarity.,Distinct activities of Scrib module proteins organize epithelial polarity,"MJ KHOURY,D BILDER",17046789927771939443,High
634,31461314,A Polarizing Issue: Diversity in the Mechanisms Underlying Apico-Basolateral Polarization In Vivo.,A polarizing issue: diversity in the mechanisms underlying apico-basolateral polarization in vivo,"MA PICKETT,VF NATURALE,JL FELDMAN",14577540678011421253,High
635,31088962,Structural insights into the aPKC regulatory switch mechanism of the human cell polarity protein lethal giant larvae 2.,Structural insights into the aPKC regulatory switch mechanism of the human cell polarity protein lethal giant larvae 2,"L ALMAGOR,IS UFIMTSEV,A AYER,J LI,WI WEIS",986390179264794541,High
636,,,Lgl cortical dynamics are independent of binding to the Scrib-Dlg complex but require Dlg-dependent restriction of aPKC,,7862265866963942883,None
637,28701415,Structure of the PSD-95/MAP1A complex reveals a unique target recognition mode of the MAGUK GK domain.,Structure of the PSD-95/MAP1A complex reveals a unique target recognition mode of the MAGUK GK domain,"Y XIA,Y SHANG,R ZHANG,J ZHU",7987506880445441036,High
