index_source,id_source,title_source,authors_source,authors_pub,title_pub,titleMatch,url_source,cited_by_source,id_target,title,authors,totalCitations,url,authoerOverlaps,selfcitations
475,9848689792846099543,Crystallization and X-ray diffraction of LGN in complex with the actin-binding protein afadin,"M Carminati, V Cecatiello, M Mapelli","M CARMINATI,V CECATIELLO,M MAPELLI",Crystallization and X-ray diffraction of LGN in complex with the actin-binding protein afadin.,High,https://scripts.iucr.org/cgi-bin/paper?rl5115,2.0,2633324754898008854,LGN/mInsc and LGN/NuMA complex structures suggest distinct functions in asymmetric cell division for the Par3/mInsc/LGN and Gαi/LGN/NuMA pathways,"Jinwei Zhu, Wenyu Wen, Zhen Zheng, Yuan Shang, Zhiyi Wei, Zhuoni Xiao, Zhu Pan, Quansheng Du, Wenning Wang, Mingjie Zhang",108,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2633324754898008854,0,-1
476,8124179305239420895,Elucidating the protein substrate recognition of O-GlcNAc transferase (OGT) toward O-GlcNAcase (OGA) using a GlcNAc electrophilic probe,"A Kositzke, D Fan, A Wang, H Li, M Worth…","A KOSITZKE,D FAN,A WANG,H LI,M WORTH,J JIANG",Elucidating the protein substrate recognition of O-GlcNAc transferase (OGT) toward O-GlcNAcase (OGA) using a GlcNAc electrophilic probe.,High,https://www.sciencedirect.com/science/article/pii/S0141813020352430,4.0,2633324754898008854,LGN/mInsc and LGN/NuMA complex structures suggest distinct functions in asymmetric cell division for the Par3/mInsc/LGN and Gαi/LGN/NuMA pathways,"Jinwei Zhu, Wenyu Wen, Zhen Zheng, Yuan Shang, Zhiyi Wei, Zhuoni Xiao, Zhu Pan, Quansheng Du, Wenning Wang, Mingjie Zhang",108,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2633324754898008854,0,0
477,8228082909658642814,"Intramolecular interaction in LGN, an adaptor protein that regulates mitotic spindle orientation","H Takayanagi, J Hayase, S Kamakura, K Miyano…","H TAKAYANAGI,J HAYASE,S KAMAKURA,K MIYANO,K CHISHIKI,S YUZAWA,H SUMIMOTO","Intramolecular interaction in LGN, an adaptor protein that regulates mitotic spindle orientation.",High,https://www.jbc.org/article/S0021-9258(20)30279-9/abstract,4.0,2633324754898008854,LGN/mInsc and LGN/NuMA complex structures suggest distinct functions in asymmetric cell division for the Par3/mInsc/LGN and Gαi/LGN/NuMA pathways,"Jinwei Zhu, Wenyu Wen, Zhen Zheng, Yuan Shang, Zhiyi Wei, Zhuoni Xiao, Zhu Pan, Quansheng Du, Wenning Wang, Mingjie Zhang",108,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2633324754898008854,0,0
478,11161965927522960436,Orientation of the Mitotic Spindle in Blood Vessel Development,"X Wu, J Zhou, D Li","X WU,J ZHOU,D LI",Orientation of the Mitotic Spindle in Blood Vessel Development.,High,https://www.frontiersin.org/articles/10.3389/fcell.2020.583325/full,1.0,2633324754898008854,LGN/mInsc and LGN/NuMA complex structures suggest distinct functions in asymmetric cell division for the Par3/mInsc/LGN and Gαi/LGN/NuMA pathways,"Jinwei Zhu, Wenyu Wen, Zhen Zheng, Yuan Shang, Zhiyi Wei, Zhuoni Xiao, Zhu Pan, Quansheng Du, Wenning Wang, Mingjie Zhang",108,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2633324754898008854,0,-1
479,14903459284876136510,Intersection of two key signal integrators in the cell: activator of G-protein signaling 3 and dishevelled-2,"A Vural, SM Lanier","A VURAL,SM LANIER",Intersection of two key signal integrators in the cell: activator of G-protein signaling 3 and dishevelled-2.,High,https://journals.biologists.com/jcs/article-abstract/133/17/jcs247908/226351,1.0,2633324754898008854,LGN/mInsc and LGN/NuMA complex structures suggest distinct functions in asymmetric cell division for the Par3/mInsc/LGN and Gαi/LGN/NuMA pathways,"Jinwei Zhu, Wenyu Wen, Zhen Zheng, Yuan Shang, Zhiyi Wei, Zhuoni Xiao, Zhu Pan, Quansheng Du, Wenning Wang, Mingjie Zhang",108,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2633324754898008854,0,-1
480,10152588533573474198,Investigating Differentiation: A Role for Organelle Inheritance in Epidermal Growth,A Asare,,,None,http://digitalcommons.rockefeller.edu/cgi/viewcontent.cgi?article=1390&context=student_theses_and_dissertations,,2633324754898008854,LGN/mInsc and LGN/NuMA complex structures suggest distinct functions in asymmetric cell division for the Par3/mInsc/LGN and Gαi/LGN/NuMA pathways,"Jinwei Zhu, Wenyu Wen, Zhen Zheng, Yuan Shang, Zhiyi Wei, Zhuoni Xiao, Zhu Pan, Quansheng Du, Wenning Wang, Mingjie Zhang",108,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2633324754898008854,0,-1
481,4953133534890797758,Mechanisms of Mitotic Spindle Orientation by Plexin-B2,JF Baldovinos,,,None,https://archiv.ub.uni-marburg.de/diss/z2021/0140/pdf/djfb.pdf,,2633324754898008854,LGN/mInsc and LGN/NuMA complex structures suggest distinct functions in asymmetric cell division for the Par3/mInsc/LGN and Gαi/LGN/NuMA pathways,"Jinwei Zhu, Wenyu Wen, Zhen Zheng, Yuan Shang, Zhiyi Wei, Zhuoni Xiao, Zhu Pan, Quansheng Du, Wenning Wang, Mingjie Zhang",108,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2633324754898008854,0,-1
482,91531186628090134,Optogenetic reconstitution reveals that Dynein-Dynactin-NuMA clusters generate cortical spindle-pulling forces as a multi-arm ensemble,"M Okumura, T Natsume, MT Kanemaki, T Kiyomitsu","M OKUMURA,T NATSUME,MT KANEMAKI,T KIYOMITSU",Dynein-Dynactin-NuMA clusters generate cortical spindle-pulling forces as a multi-arm ensemble.,High,https://www.biorxiv.org/content/10.1101/277202v1.abstract,,2633324754898008854,LGN/mInsc and LGN/NuMA complex structures suggest distinct functions in asymmetric cell division for the Par3/mInsc/LGN and Gαi/LGN/NuMA pathways,"Jinwei Zhu, Wenyu Wen, Zhen Zheng, Yuan Shang, Zhiyi Wei, Zhuoni Xiao, Zhu Pan, Quansheng Du, Wenning Wang, Mingjie Zhang",108,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2633324754898008854,0,-1
483,ej_nK5TS7HoJ,KEIU KASK The role of RIC8A in the development and regulation of mouse nervous system,K IU,,,None,https://core.ac.uk/download/pdf/83597751.pdf,,2633324754898008854,LGN/mInsc and LGN/NuMA complex structures suggest distinct functions in asymmetric cell division for the Par3/mInsc/LGN and Gαi/LGN/NuMA pathways,"Jinwei Zhu, Wenyu Wen, Zhen Zheng, Yuan Shang, Zhiyi Wei, Zhuoni Xiao, Zhu Pan, Quansheng Du, Wenning Wang, Mingjie Zhang",108,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2633324754898008854,0,-1
484,3662361834359199766,Interaction between Discs large and GPSM2: A Comparison Across Species,"E Schiller, DT Bergstralh","EA SCHILLER,DT BERGSTRALH",Interaction between Discs large and Pins/LGN/GPSM2: a comparison across species.,High,https://www.biorxiv.org/content/10.1101/2021.07.31.454595.abstract,,2633324754898008854,LGN/mInsc and LGN/NuMA complex structures suggest distinct functions in asymmetric cell division for the Par3/mInsc/LGN and Gαi/LGN/NuMA pathways,"Jinwei Zhu, Wenyu Wen, Zhen Zheng, Yuan Shang, Zhiyi Wei, Zhuoni Xiao, Zhu Pan, Quansheng Du, Wenning Wang, Mingjie Zhang",108,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2633324754898008854,0,-1
485,11068314736467622078,Interaction between Discs large and Pins/LGN/GPSM2: a comparison across species,"EA Schiller, DT Bergstralh","EA SCHILLER,DT BERGSTRALH",Interaction between Discs large and Pins/LGN/GPSM2: a comparison across species.,High,https://journals.biologists.com/bio/article-abstract/10/11/bio058982/272664,,2633324754898008854,LGN/mInsc and LGN/NuMA complex structures suggest distinct functions in asymmetric cell division for the Par3/mInsc/LGN and Gαi/LGN/NuMA pathways,"Jinwei Zhu, Wenyu Wen, Zhen Zheng, Yuan Shang, Zhiyi Wei, Zhuoni Xiao, Zhu Pan, Quansheng Du, Wenning Wang, Mingjie Zhang",108,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2633324754898008854,0,-1
486,-fYSQ5kePi0J,Reconstitution of the Mechano-Sensitive Cadherin-Catenin/F-Actin Complex,J Tan,,,None,https://search.proquest.com/openview/2206bbce804c3cc2e5e8b66c919ac264/1?pq-origsite=gscholar&cbl=44156,,2633324754898008854,LGN/mInsc and LGN/NuMA complex structures suggest distinct functions in asymmetric cell division for the Par3/mInsc/LGN and Gαi/LGN/NuMA pathways,"Jinwei Zhu, Wenyu Wen, Zhen Zheng, Yuan Shang, Zhiyi Wei, Zhuoni Xiao, Zhu Pan, Quansheng Du, Wenning Wang, Mingjie Zhang",108,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2633324754898008854,0,-1
487,12322498728324740776,Molecular contribution of the Aurora-A kinase and the junctional protein Afadin to oriented cell divisions,S Gallini,,,None,https://air.unimi.it/handle/2434/354581,,2633324754898008854,LGN/mInsc and LGN/NuMA complex structures suggest distinct functions in asymmetric cell division for the Par3/mInsc/LGN and Gαi/LGN/NuMA pathways,"Jinwei Zhu, Wenyu Wen, Zhen Zheng, Yuan Shang, Zhiyi Wei, Zhuoni Xiao, Zhu Pan, Quansheng Du, Wenning Wang, Mingjie Zhang",108,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2633324754898008854,0,-1
488,9566099790076872522,The p97-cofactor p37 regulates spindle orientation by limiting cortical NuMA recruitment via PP1/Repo-Man,BH Lee,"BH LEE,F SCHWAGER,P MERALDI,M GOTTA",p37/UBXN2B regulates spindle orientation by limiting cortical NuMA recruitment via PP1/Repo-Man.,High,https://archive-ouverte.unige.ch/unige:103200/ATTACHMENT01,,2633324754898008854,LGN/mInsc and LGN/NuMA complex structures suggest distinct functions in asymmetric cell division for the Par3/mInsc/LGN and Gαi/LGN/NuMA pathways,"Jinwei Zhu, Wenyu Wen, Zhen Zheng, Yuan Shang, Zhiyi Wei, Zhuoni Xiao, Zhu Pan, Quansheng Du, Wenning Wang, Mingjie Zhang",108,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2633324754898008854,0,-1
489,9425369873955116879,Molecular mechanisms in cell polarity and asymmetric cell division,Y Shang,,,None,https://search.proquest.com/openview/ff1d36380e13a3d7c7d08d278a8de549/1?pq-origsite=gscholar&cbl=18750,,2633324754898008854,LGN/mInsc and LGN/NuMA complex structures suggest distinct functions in asymmetric cell division for the Par3/mInsc/LGN and Gαi/LGN/NuMA pathways,"Jinwei Zhu, Wenyu Wen, Zhen Zheng, Yuan Shang, Zhiyi Wei, Zhuoni Xiao, Zhu Pan, Quansheng Du, Wenning Wang, Mingjie Zhang",108,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2633324754898008854,0,-1
490,vw3Bf1vtIucJ,Understanding the Functional Link Between Adherens Junctions and the Cytoskeleton,JM Bianchini,,,None,https://search.proquest.com/openview/a8749f12e08c1155999722f16313219a/1?pq-origsite=gscholar&cbl=51922&diss=y,,2633324754898008854,LGN/mInsc and LGN/NuMA complex structures suggest distinct functions in asymmetric cell division for the Par3/mInsc/LGN and Gαi/LGN/NuMA pathways,"Jinwei Zhu, Wenyu Wen, Zhen Zheng, Yuan Shang, Zhiyi Wei, Zhuoni Xiao, Zhu Pan, Quansheng Du, Wenning Wang, Mingjie Zhang",108,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2633324754898008854,0,-1
491,OSpokPaBkDIJ,A Highlights from MBoC Selection: Evidence for dynein and astral microtubule–mediated cortical release and transport of Gαi/LGN/NuMA complex in mitotic …,"Z Zheng, Q Wan, J Liu, H Zhu, X Chu…","Z ZHENG,Q WAN,J LIU,H ZHU,X CHU,Q DU",Evidence for dynein and astral microtubule-mediated cortical release and transport of Gαi/LGN/NuMA complex in mitotic cells.,High,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3608500/,,2633324754898008854,LGN/mInsc and LGN/NuMA complex structures suggest distinct functions in asymmetric cell division for the Par3/mInsc/LGN and Gαi/LGN/NuMA pathways,"Jinwei Zhu, Wenyu Wen, Zhen Zheng, Yuan Shang, Zhiyi Wei, Zhuoni Xiao, Zhu Pan, Quansheng Du, Wenning Wang, Mingjie Zhang",108,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2633324754898008854,0,0
492,GL0MkUb7MmgJ,Interactome Study of Protein PAR-6 in Breast Cancer Cells of line 8701-BC,A Boscarino,,,None,https://www.tesionline.it/tesi/scienze-matematiche%2C-fisiche-e-naturali/interactome-study-of-protein-par-6-in-breast-cancer-cells-of-line-8701-bc/44635,,2633324754898008854,LGN/mInsc and LGN/NuMA complex structures suggest distinct functions in asymmetric cell division for the Par3/mInsc/LGN and Gαi/LGN/NuMA pathways,"Jinwei Zhu, Wenyu Wen, Zhen Zheng, Yuan Shang, Zhiyi Wei, Zhuoni Xiao, Zhu Pan, Quansheng Du, Wenning Wang, Mingjie Zhang",108,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2633324754898008854,0,-1
493,14870896735326383360,Single-cell RNA-seq reveals a concomitant delay in differentiation and cell cycle of aged hematopoietic stem cells,"L Hérault, M Poplineau, A Mazuel, N Platet…","L HÉRAULT,M POPLINEAU,A MAZUEL,N PLATET,É REMY,E DUPREZ",Author Correction to: Single-cell RNA-seq reveals a concomitant delay in differentiation and cell cycle of aged hematopoietic stem cells.,High,https://bmcbiol.biomedcentral.com/articles/10.1186/s12915-021-00955-z,4.0,2633324754898008854,LGN/mInsc and LGN/NuMA complex structures suggest distinct functions in asymmetric cell division for the Par3/mInsc/LGN and Gαi/LGN/NuMA pathways,"Jinwei Zhu, Wenyu Wen, Zhen Zheng, Yuan Shang, Zhiyi Wei, Zhuoni Xiao, Zhu Pan, Quansheng Du, Wenning Wang, Mingjie Zhang",108,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2633324754898008854,0,0
494,306113712161643432,Regulation of Asymmetric Cell Divisions in the Developing Epidermis,N Poulson,"S RAY,T LECHLER",Regulation of asymmetric cell division in the epidermis.,High,https://search.proquest.com/openview/9de24bf7844f1658e8c4ac0697945a9a/1?pq-origsite=gscholar&cbl=18750,,2633324754898008854,LGN/mInsc and LGN/NuMA complex structures suggest distinct functions in asymmetric cell division for the Par3/mInsc/LGN and Gαi/LGN/NuMA pathways,"Jinwei Zhu, Wenyu Wen, Zhen Zheng, Yuan Shang, Zhiyi Wei, Zhuoni Xiao, Zhu Pan, Quansheng Du, Wenning Wang, Mingjie Zhang",108,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2633324754898008854,0,-1
220,18047651927128233735,Phase Separation and Mechanical Forces in Regulating Asymmetric Cell Division of Neural Stem Cells,"Y Zhang, H Wei, W Wen","Y ZHANG,H WEI,W WEN",Phase Separation and Mechanical Forces in Regulating Asymmetric Cell Division of Neural Stem Cells.,High,https://www.mdpi.com/1422-0067/22/19/10267,,2633324754898008854,LGN/mInsc and LGN/NuMA complex structures suggest distinct functions in asymmetric cell division for the Par3/mInsc/LGN and Gαi/LGN/NuMA pathways,"Jinwei Zhu, Wenyu Wen, Zhen Zheng, Yuan Shang, Zhiyi Wei, Zhuoni Xiao, Zhu Pan, Quansheng Du, Wenning Wang, Mingjie Zhang",108,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2633324754898008854,0,-1
496,kccCrK9dIlsJ,Asymmetric Cell Division in Drosophila Neuroblasts,"CT Koe, H Wang",,,None,https://onlinelibrary.wiley.com/doi/abs/10.1002/9780470015902.a0020861,,2633324754898008854,LGN/mInsc and LGN/NuMA complex structures suggest distinct functions in asymmetric cell division for the Par3/mInsc/LGN and Gαi/LGN/NuMA pathways,"Jinwei Zhu, Wenyu Wen, Zhen Zheng, Yuan Shang, Zhiyi Wei, Zhuoni Xiao, Zhu Pan, Quansheng Du, Wenning Wang, Mingjie Zhang",108,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2633324754898008854,0,-1
497,11357483311412032035,"Min Jia1, 2, 5, Jianchao Li3, 5, Jinwei Zhu1, 3, Wenyu Wen1, Mingjie Zhang3, 4, and Wenning Wang1","M Zhang, W Wang",,,None,https://www.researchgate.net/profile/Wenning-Wang/publication/230804786_Crystal_Structures_of_the_Scaffolding_Protein_LGN_Reveal_the_General_Mechanism_by_Which_GoLoco_Binding_Motifs_Inhibit_the_Release_of_GDP_from_G_i/links/0912f505bdb82d2fbe000000/Crystal-Structures-of-the-Scaffolding-Protein-LGN-Reveal-the-General-Mechanism-by-Which-GoLoco-Binding-Motifs-Inhibit-the-Release-of-GDP-from-G-i.pdf,,2633324754898008854,LGN/mInsc and LGN/NuMA complex structures suggest distinct functions in asymmetric cell division for the Par3/mInsc/LGN and Gαi/LGN/NuMA pathways,"Jinwei Zhu, Wenyu Wen, Zhen Zheng, Yuan Shang, Zhiyi Wei, Zhuoni Xiao, Zhu Pan, Quansheng Du, Wenning Wang, Mingjie Zhang",108,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2633324754898008854,0,-1
498,GE-Nr98_glwJ,Protein Source N-ter/Function,RF Bacillus,,,None,https://pdfs.semanticscholar.org/f0cf/594154fbaa9e779dc0f1ded34ef3933169b6.pdf,,2633324754898008854,LGN/mInsc and LGN/NuMA complex structures suggest distinct functions in asymmetric cell division for the Par3/mInsc/LGN and Gαi/LGN/NuMA pathways,"Jinwei Zhu, Wenyu Wen, Zhen Zheng, Yuan Shang, Zhiyi Wei, Zhuoni Xiao, Zhu Pan, Quansheng Du, Wenning Wang, Mingjie Zhang",108,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2633324754898008854,0,-1
499,vfejx3MHK3IJ,Micromere formation and its evolutionary implications in the sea urchin,"N Emura, M Yajima",,,None,,,2633324754898008854,LGN/mInsc and LGN/NuMA complex structures suggest distinct functions in asymmetric cell division for the Par3/mInsc/LGN and Gαi/LGN/NuMA pathways,"Jinwei Zhu, Wenyu Wen, Zhen Zheng, Yuan Shang, Zhiyi Wei, Zhuoni Xiao, Zhu Pan, Quansheng Du, Wenning Wang, Mingjie Zhang",108,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2633324754898008854,0,-1
500,15230227246431522546,Spindle positioning and its impact on vertebrate tissue architecture and cell fate,"T Lechler, M Mapelli","T LECHLER,M MAPELLI",Spindle positioning and its impact on vertebrate tissue architecture and cell fate.,High,https://www.nature.com/articles/s41580-021-00384-4,2.0,2633324754898008854,LGN/mInsc and LGN/NuMA complex structures suggest distinct functions in asymmetric cell division for the Par3/mInsc/LGN and Gαi/LGN/NuMA pathways,"Jinwei Zhu, Wenyu Wen, Zhen Zheng, Yuan Shang, Zhiyi Wei, Zhuoni Xiao, Zhu Pan, Quansheng Du, Wenning Wang, Mingjie Zhang",108,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2633324754898008854,0,-1
501,17222206320690718458,"The nuclear mitotic apparatus (NuMA) protein: A key player for nuclear formation, spindle assembly, and spindle positioning","T Kiyomitsu, S Boerner","T KIYOMITSU,S BOERNER","The Nuclear Mitotic Apparatus (NuMA) Protein: A Key Player for Nuclear Formation, Spindle Assembly, and Spindle Positioning.",High,https://www.frontiersin.org/articles/10.3389/fcell.2021.653801/full?utm_source=F-NTF&utm_medium=EMLX&utm_campaign=PRD_FEOPS_20170000_ARTICLE,1.0,2633324754898008854,LGN/mInsc and LGN/NuMA complex structures suggest distinct functions in asymmetric cell division for the Par3/mInsc/LGN and Gαi/LGN/NuMA pathways,"Jinwei Zhu, Wenyu Wen, Zhen Zheng, Yuan Shang, Zhiyi Wei, Zhuoni Xiao, Zhu Pan, Quansheng Du, Wenning Wang, Mingjie Zhang",108,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2633324754898008854,0,-1
502,6498929501218490803,Diversity of activator of G-Protein signaling (AGS)-family proteins and their impact on asymmetric cell division across taxa,"FDM Wavreil, M Yajima","FDM WAVREIL,M YAJIMA",Diversity of activator of G-protein signaling (AGS)-family proteins and their impact on asymmetric cell division across taxa.,High,https://www.sciencedirect.com/science/article/pii/S0012160620301986,3.0,2633324754898008854,LGN/mInsc and LGN/NuMA complex structures suggest distinct functions in asymmetric cell division for the Par3/mInsc/LGN and Gαi/LGN/NuMA pathways,"Jinwei Zhu, Wenyu Wen, Zhen Zheng, Yuan Shang, Zhiyi Wei, Zhuoni Xiao, Zhu Pan, Quansheng Du, Wenning Wang, Mingjie Zhang",108,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2633324754898008854,0,-1
503,880198661221908376,Cell division orientation is directly coupled to cell-cell adhesion by the E-cadherin/LGN complex,"M Gloerich, J Bianchini, KA Siemers…","M GLOERICH,JM BIANCHINI,KA SIEMERS,DJ COHEN,WJ NELSON",Cell division orientation is coupled to cell-cell adhesion by the E-cadherin/LGN complex.,High,https://search.proquest.com/openview/a8749f12e08c1155999722f16313219a/1.pdf?pq-origsite=gscholar&cbl=51922&diss=y#page=102,,2633324754898008854,LGN/mInsc and LGN/NuMA complex structures suggest distinct functions in asymmetric cell division for the Par3/mInsc/LGN and Gαi/LGN/NuMA pathways,"Jinwei Zhu, Wenyu Wen, Zhen Zheng, Yuan Shang, Zhiyi Wei, Zhuoni Xiao, Zhu Pan, Quansheng Du, Wenning Wang, Mingjie Zhang",108,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2633324754898008854,0,0
504,1778091622132859238,Mechanisms of Oriented Cell Division and Their Roles in Tissue Development,EB Dewey,EB DEWEY,MECHANISMS OF ORIENTED CELL DIVISION AND THEIR ROLES IN TISSUE DEVELOPMENT,High,https://search.proquest.com/openview/6aff9c0853f9c26652c410bda1840c6f/1?pq-origsite=gscholar&cbl=18750&diss=y,,2633324754898008854,LGN/mInsc and LGN/NuMA complex structures suggest distinct functions in asymmetric cell division for the Par3/mInsc/LGN and Gαi/LGN/NuMA pathways,"Jinwei Zhu, Wenyu Wen, Zhen Zheng, Yuan Shang, Zhiyi Wei, Zhuoni Xiao, Zhu Pan, Quansheng Du, Wenning Wang, Mingjie Zhang",108,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2633324754898008854,0,-1
505,6717814155902624613,NuMA forms condensates through phase separation to drive spindle pole assembly,"H Ma, F Qi, L Ji, S Xie, J Ran, M Liu…","H MA,F QI,L JI,S XIE,J RAN,M LIU,J GAO,J ZHOU",NuMA forms condensates through phase separation to drive spindle pole assembly.,High,https://pubmed.ncbi.nlm.nih.gov/34958389/,,2633324754898008854,LGN/mInsc and LGN/NuMA complex structures suggest distinct functions in asymmetric cell division for the Par3/mInsc/LGN and Gαi/LGN/NuMA pathways,"Jinwei Zhu, Wenyu Wen, Zhen Zheng, Yuan Shang, Zhiyi Wei, Zhuoni Xiao, Zhu Pan, Quansheng Du, Wenning Wang, Mingjie Zhang",108,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2633324754898008854,0,0
506,16452664537554905327,STUDIO DELL'INTERATTOMA DELLA PROTEINA PAR-6 IN CELLULE DI CARCINOMA MAMMARIO DELLA LINEA 8701-BC,"DB Antonio, DC Patrizia, DDC Gianluca",,,None,https://www.tesionline.it/servlet/mimegetter?fbn=027537661T5373&idt=44762&rn=dirTesiteca,,2633324754898008854,LGN/mInsc and LGN/NuMA complex structures suggest distinct functions in asymmetric cell division for the Par3/mInsc/LGN and Gαi/LGN/NuMA pathways,"Jinwei Zhu, Wenyu Wen, Zhen Zheng, Yuan Shang, Zhiyi Wei, Zhuoni Xiao, Zhu Pan, Quansheng Du, Wenning Wang, Mingjie Zhang",108,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2633324754898008854,0,-1
507,3367934658759592034,細胞極性タンパク質 LGN とパートナー分子 mInsc 複合体の認識機構,湯澤聡,,,None,https://www.jstage.jst.go.jp/article/jcrsj/54/4/54_206/_article/-char/ja/,,2633324754898008854,LGN/mInsc and LGN/NuMA complex structures suggest distinct functions in asymmetric cell division for the Par3/mInsc/LGN and Gαi/LGN/NuMA pathways,"Jinwei Zhu, Wenyu Wen, Zhen Zheng, Yuan Shang, Zhiyi Wei, Zhuoni Xiao, Zhu Pan, Quansheng Du, Wenning Wang, Mingjie Zhang",108,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2633324754898008854,0,-1
508,13995846657990875536,PDZ 支架蛋白 PDZK1 通过 PDZ1 与 PDZ3 结构域与磷脂酶 Cβ2 羧基末端 PDZ 结合模块相互作用,严瑾， 刘伟,,,None,http://www.cqvip.com/qk/92593a/201410/662621602.html,,2633324754898008854,LGN/mInsc and LGN/NuMA complex structures suggest distinct functions in asymmetric cell division for the Par3/mInsc/LGN and Gαi/LGN/NuMA pathways,"Jinwei Zhu, Wenyu Wen, Zhen Zheng, Yuan Shang, Zhiyi Wei, Zhuoni Xiao, Zhu Pan, Quansheng Du, Wenning Wang, Mingjie Zhang",108,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2633324754898008854,0,-1
264,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir…","M ZENG,Y SHANG,Y ARAKI,T GUO,RL HUGANIR,M ZHANG",Phase Transition in Postsynaptic Densities Underlies Formation of Synaptic Complexes and Synaptic Plasticity.,High,https://www.sciencedirect.com/science/article/pii/S009286741630914X,264.0,2935814447994661518,Guanylate kinase domains of the MAGUK family scaffold proteins as specific phospho‐protein‐binding modules,"J Zhu, Y Shang, C Xia, W Wang, W Wen, M Zhang",101,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2935814447994661518,2,1
510,7075825475564451234,Regulation of mitotic spindle orientation: an integrated view,"F di Pietro, A Echard, X Morin","F DI PIETRO,A ECHARD,X MORIN",Regulation of mitotic spindle orientation: an integrated view.,High,https://www.embopress.org/doi/abs/10.15252/embr.201642292,209.0,2935814447994661518,Guanylate kinase domains of the MAGUK family scaffold proteins as specific phospho‐protein‐binding modules,"J Zhu, Y Shang, C Xia, W Wang, W Wen, M Zhang",101,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2935814447994661518,0,-1
511,8335243719973926517,Structures and target recognition modes of PDZ domains: recurring themes and emerging pictures,"F Ye, M Zhang","F YE,M ZHANG",Structures and target recognition modes of PDZ domains: recurring themes and emerging pictures.,High,https://portlandpress.com/biochemj/article/455/1/1/46240,179.0,2935814447994661518,Guanylate kinase domains of the MAGUK family scaffold proteins as specific phospho‐protein‐binding modules,"J Zhu, Y Shang, C Xia, W Wang, W Wen, M Zhang",101,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2935814447994661518,1,1
401,9940319800218621783,Molecular pathways regulating mitotic spindle orientation in animal cells,"MS Lu, CA Johnston","MS LU,CA JOHNSTON",Molecular pathways regulating mitotic spindle orientation in animal cells.,High,https://journals.biologists.com/dev/article-abstract/140/9/1843/46107,181.0,2935814447994661518,Guanylate kinase domains of the MAGUK family scaffold proteins as specific phospho‐protein‐binding modules,"J Zhu, Y Shang, C Xia, W Wang, W Wen, M Zhang",101,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2935814447994661518,0,-1
513,10299002315810887059,Modular evolution of phosphorylation-based signalling systems,"J Jin, T Pawson","J JIN,T PAWSON",Modular evolution of phosphorylation-based signalling systems.,High,https://royalsocietypublishing.org/doi/abs/10.1098/rstb.2012.0106,141.0,2935814447994661518,Guanylate kinase domains of the MAGUK family scaffold proteins as specific phospho‐protein‐binding modules,"J Zhu, Y Shang, C Xia, W Wang, W Wen, M Zhang",101,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2935814447994661518,0,-1
