index_source,pubmed_id,title_pub,title_source,authors_pub,clusterid_google,titleMatch
261,,,Super-resolution imaging reveals differential organization and regulation of NMDA receptor subtypes,,3581156268097358447,None
262,,,Lokális kölcsönhatások által modulált belső dinamika mint biológiai szabályozó mechanizmus vizsgálata globuláris fehérjékben,,W0Aj7tZqG4AJ,None
263,,,生物大分子 “液-液相分离” 调控染色质三维空间结构和功能,,8471020635427518262,None
264,27565345,Phase Transition in Postsynaptic Densities Underlies Formation of Synaptic Complexes and Synaptic Plasticity.,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,"M ZENG,Y SHANG,Y ARAKI,T GUO,RL HUGANIR,M ZHANG",7601154960238900186,High
265,29545546,Dendritic structural plasticity and neuropsychiatric disease.,Dendritic structural plasticity and neuropsychiatric disease,"MP FORREST,E PARNELL,P PENZES",2998706146687581517,High
266,29953871,Glutamatergic Signaling in the Central Nervous System: Ionotropic and Metabotropic Receptors in Concert.,Glutamatergic signaling in the central nervous system: ionotropic and metabotropic receptors in concert,"A REINER,J LEVITZ",16233595253086926991,High
267,27307232,Identification of PSD-95 Depalmitoylating Enzymes.,Identification of PSD-95 depalmitoylating enzymes,"N YOKOI,Y FUKATA,A SEKIYA,T MURAKAMI,K KOBAYASHI,M FUKATA",9315137024977486700,High
268,30078712,Reconstituted Postsynaptic Density as a Molecular Platform for Understanding Synapse Formation and Plasticity.,Reconstituted postsynaptic density as a molecular platform for understanding synapse formation and plasticity,"M ZENG,X CHEN,D GUAN,J XU,H WU,P TONG,M ZHANG",14922012015215514771,High
269,31636452,"Genetic architecture of subcortical brain structures in 38,851 individuals.","Genetic architecture of subcortical brain structures in 38,851 individuals","CL SATIZABAL,HHH ADAMS,DP HIBAR,CC WHITE,MJ KNOL,JL STEIN,M SCHOLZ,M SARGURUPREMRAJ,N JAHANSHAD,GV ROSHCHUPKIN,AV SMITH,JC BIS,X JIAN,M LUCIANO,E HOFER,A TEUMER,SJ VAN DER LEE,J YANG,LR YANEK,TV LEE,S LI,Y HU,JY KOH,JD EICHER,S DESRIVIÈRES,A ARIAS-VASQUEZ,G CHAUHAN,L ATHANASIU,ME RENTERÍA,S KIM,D HOEHN,NJ ARMSTRONG,Q CHEN,AJ HOLMES,A DEN BRABER,I KLOSZEWSKA,M ANDERSSON,T ESPESETH,O GRIMM,L ABRAMOVIC,S ALHUSAINI,Y MILANESCHI,M PAPMEYER,T AXELSSON,S EHRLICH,R ROIZ-SANTIAÑEZ,B KRAEMER,AK HÅBERG,HJ JONES,GB PIKE,DJ STEIN,A STEVENS,J BRALTEN,MW VERNOOIJ,TB HARRIS,I FILIPPI,AV WITTE,T GUADALUPE,K WITTFELD,TH MOSLEY,JT BECKER,NT DOAN,SP HAGENAARS,Y SABA,G CUELLAR-PARTIDA,N AMIN,S HILAL,K NHO,N MIRZA-SCHREIBER,K ARFANAKIS,DM BECKER,D AMES,AL GOLDMAN,PH LEE,DI BOOMSMA,S LOVESTONE,S GIDDALURU,S LE HELLARD,M MATTHEISEN,MM BOHLKEN,D KASPERAVICIUTE,L SCHMAAL,SM LAWRIE,I AGARTZ,E WALTON,D TORDESILLAS-GUTIERREZ,GE DAVIES,J SHIN,JC IPSER,LN VINKE,M HOOGMAN,T JIA,R BURKHARDT,M KLEIN,F CRIVELLO,D JANOWITZ,O CARMICHAEL,UK HAUKVIK,BS ARIBISALA,H SCHMIDT,LT STRIKE,CY CHENG,SL RISACHER,B PÜTZ,DA FLEISCHMAN,AA ASSAREH,VS MATTAY,RL BUCKNER,P MECOCCI,AM DALE,S CICHON,MP BOKS,M MATARIN,BWJH PENNINX,VD CALHOUN,MM CHAKRAVARTY,AF MARQUAND,C MACARE,S KHARABIAN MASOULEH,J OOSTERLAAN,P AMOUYEL,K HEGENSCHEID,JI ROTTER,AJ SCHORK,DCM LIEWALD,GI DE ZUBICARAY,TY WONG,L SHEN,PG SÄMANN,H BRODATY,JL ROFFMAN,EJC DE GEUS,M TSOLAKI,S ERK,KR VAN EIJK,GL CAVALLERI,NJA VAN DER WEE,AM MCINTOSH,RL GOLLUB,KB BULAYEVA,M BERNARD,JS RICHARDS,JJ HIMALI,M LOEFFLER,N ROMMELSE,W HOFFMANN,LT WESTLYE,MC VALDÉS HERNÁNDEZ,NK HANSELL,TGM VAN ERP,C WOLF,JBJ KWOK,B VELLAS,A HEINZ,LM OLDE LOOHUIS,N DELANTY,BC HO,CRK CHING,E SHUMSKAYA,B SINGH,A HOFMAN,D VAN DER MEER,G HOMUTH,BM PSATY,ME BASTIN,GW MONTGOMERY,TM FOROUD,S REPPERMUND,JJ HOTTENGA,A SIMMONS,A MEYER-LINDENBERG,W CAHN,CD WHELAN,MMJ VAN DONKELAAR,Q YANG,N HOSTEN,RC GREEN,A THALAMUTHU,S MOHNKE,HE HULSHOFF POL,H LIN,CR JACK,PR SCHOFIELD,TW MÜHLEISEN,P MAILLARD,SG POTKIN,W WEN,E FLETCHER,AW TOGA,O GRUBER,M HUENTELMAN,G DAVEY SMITH,LJ LAUNER,L NYBERG,EG JÖNSSON,B CRESPO-FACORRO,N KOEN,DN GREVE,AG UITTERLINDEN,DR WEINBERGER,VM STEEN,IO FEDKO,NA GROENEWOLD,WJ NIESSEN,R TORO,C TZOURIO,WT LONGSTRETH,MK IKRAM,JW SMOLLER,MJ VAN TOL,JE SUSSMANN,T PAUS,H LEMAÎTRE,ML SCHROETER,B MAZOYER,OA ANDREASSEN,F HOLSBOER,C DEPONDT,DJ VELTMAN,JA TURNER,Z PAUSOVA,G SCHUMANN,D VAN ROOIJ,S DJUROVIC,IJ DEARY,KL MCMAHON,B MÜLLER-MYHSOK,RM BROUWER,H SOININEN,M PANDOLFO,TH WASSINK,JW CHEUNG,T WOLFERS,JL MARTINOT,MP ZWIERS,M NAUCK,I MELLE,NG MARTIN,R KANAI,E WESTMAN,RS KAHN,SM SISODIYA,T WHITE,A SAREMI,H VAN BOKHOVEN,HG BRUNNER,H VÖLZKE,MJ WRIGHT,D VAN 'T ENT,MM NÖTHEN,RA OPHOFF,JK BUITELAAR,G FERNÁNDEZ,PS SACHDEV,M RIETSCHEL,NEM VAN HAREN,SE FISHER,AS BEISER,C FRANCKS,AJ SAYKIN,KA MATHER,N ROMANCZUK-SEIFERTH,CA HARTMAN,AL DESTEFANO,DJ HESLENFELD,MW WEINER,H WALTER,PJ HOEKSTRA,PA NYQUIST,B FRANKE,DA BENNETT,HJ GRABE,AD JOHNSON,C CHEN,CM VAN DUIJN,OL LOPEZ,M FORNAGE,JM WARDLAW,R SCHMIDT,C DECARLI,PL DE JAGER,A VILLRINGER,S DEBETTE,V GUDNASON,SE MEDLAND,JM SHULMAN,PM THOMPSON,S SESHADRI,MA IKRAM",8958528957054342748,High
270,27916455,Phosphodiesterase 10A Inhibition Improves Cortico-Basal Ganglia Function in Huntington's Disease Models.,Phosphodiesterase 10A inhibition improves cortico-basal ganglia function in Huntington's disease models,"V BEAUMONT,S ZHONG,H LIN,W XU,A BRADAIA,E STEIDL,M GLEYZES,K WADEL,B BUISSON,FE PADOVAN-NETO,S CHAKROBORTY,KM WARD,JF HARMS,J BELTRAN,M KWAN,A GHAVAMI,J HÄGGKVIST,M TÓTH,C HALLDIN,A VARRONE,C SCHAAB,JN DYBOWSKI,S ELSCHENBROICH,K LEHTIMÄKI,T HEIKKINEN,L PARK,J ROSINSKI,L MRZLJAK,D LAVERY,AR WEST,CJ SCHMIDT,MM ZALESKA,I MUNOZ-SANJUAN",5818347417778025662,High
271,31000590,Complex signal processing in synthetic gene circuits using cooperative regulatory assemblies.,Complex signal processing in synthetic gene circuits using cooperative regulatory assemblies,"CJ BASHOR,N PATEL,S CHOUBEY,A BEYZAVI,J KONDEV,JJ COLLINS,AS KHALIL",1807886392088563849,High
272,28449947,Barcoding of GPCR trafficking and signaling through the various trafficking roadmaps by compartmentalized signaling networks.,Barcoding of GPCR trafficking and signaling through the various trafficking roadmaps by compartmentalized signaling networks,"SW BAHOUTH,MM NOOH",8818817138656744448,High
273,30598480,"Scribble: A master scaffold in polarity, adhesion, synaptogenesis, and proliferation.","Scribble: A master scaffold in polarity, adhesion, synaptogenesis, and proliferation","TT BONELLO,M PEIFER",2589866073741279897,High
274,,,Phase separation at the synapse,,1194323211015626488,None
275,,,Hierarchical organization and genetically separable subfamilies of PSD 95 postsynaptic supercomplexes,,15012039451235261747,None
276,31492534,Phase Separation-Mediated TARP/MAGUK Complex Condensation and AMPA Receptor Synaptic Transmission.,Phase separation-mediated TARP/MAGUK complex condensation and AMPA receptor synaptic transmission,"M ZENG,J DÍAZ-ALONSO,F YE,X CHEN,J XU,Z JI,RA NICOLL,M ZHANG",8796556845039587004,High
277,29415158,Postsynaptic density proteins and their involvement in neurodevelopmental disorders.,Postsynaptic density proteins and their involvement in neurodevelopmental disorders,"T KAIZUKA,T TAKUMI",4029358176794451785,High
278,29429936,α-Actinin Anchors PSD-95 at Postsynaptic Sites.,α-actinin anchors PSD-95 at postsynaptic sites,"L MATT,K KIM,AC HERGARDEN,T PATRIARCHI,ZA MALIK,DK PARK,D CHOWDHURY,OR BUONARATI,PB HENDERSON,Ç GÖKÇEK SARAÇ,Y ZHANG,D MOHAPATRA,MC HORNE,JB AMES,JW HELL",1469051099390669242,High
279,30524232,Shank and Zinc Mediate an AMPA Receptor Subunit Switch in Developing Neurons.,Shank and zinc mediate an AMPA receptor subunit switch in developing neurons,"HTT HA,S LEAL-ORTIZ,K LALWANI,S KIYONAKA,I HAMACHI,SP MYSORE,JM MONTGOMERY,CC GARNER,JR HUGUENARD,SA KIM",4591419378588364028,High
280,33169001,A framework for understanding the functions of biomolecular condensates across scales.,A framework for understanding the functions of biomolecular condensates across scales,"AS LYON,WB PEEPLES,MK ROSEN",15758517167803240078,High
281,28963071,Protein Complex Assemblies in Epithelial Cell Polarity and Asymmetric Cell Division.,Protein complex assemblies in epithelial cell polarity and asymmetric cell division,"W WEN,M ZHANG",6826944998539703978,High
282,30249603,Postsynaptic localization and regulation of AMPA receptors and Cav1.2 by β2 adrenergic receptor/PKA and Ca,Postsynaptic localization and regulation of AMPA receptors and Cav1.2 by β2 adrenergic receptor/PKA and Ca2+/CaMKII signaling,"T PATRIARCHI,OR BUONARATI,JW HELL",977887647035683051,High
283,29138001,PDZ Ligand Binding-Induced Conformational Coupling of the PDZ-SH3-GK Tandems in PSD-95 Family MAGUKs.,PDZ ligand binding-induced conformational coupling of the PDZ–SH3–GK tandems in PSD-95 family MAGUKs,"M ZENG,F YE,J XU,M ZHANG",14829649304716260895,High
284,27185935,A binding site outside the canonical PDZ domain determines the specific interaction between Shank and SAPAP and their function.,A binding site outside the canonical PDZ domain determines the specific interaction between Shank and SAPAP and their function,"M ZENG,Y SHANG,T GUO,Q HE,WH YUNG,K LIU,M ZHANG",12865710700280255412,High
285,29572432,Cell-Type-Specific ,Cell-type-specific Shank2 deletion in mice leads to differential synaptic and behavioral phenotypes,"R KIM,J KIM,C CHUNG,S HA,S LEE,E LEE,YE YOO,W KIM,W SHIN,E KIM",11319211347811011945,Low
286,28935861,Correlation profiling of brain sub-cellular proteomes reveals co-assembly of synaptic proteins and subcellular distribution.,Correlation profiling of brain sub-cellular proteomes reveals co-assembly of synaptic proteins and subcellular distribution,"NJ PANDYA,F KOOPMANS,JA SLOTMAN,I PALIUKHOVICH,AB HOUTSMULLER,AB SMIT,KW LI",11023014698379701068,High
287,30937469,AMPA receptors and their minions: auxiliary proteins in AMPA receptor trafficking.,AMPA receptors and their minions: auxiliary proteins in AMPA receptor trafficking,"D BISSEN,F FOSS,A ACKER-PALMER",13533767698527354320,High
288,29281827,Synaptic Targeting and Function of SAPAPs Mediated by Phosphorylation-Dependent Binding to PSD-95 MAGUKs.,Synaptic targeting and function of SAPAPs mediated by phosphorylation-dependent binding to PSD-95 MAGUKs,"J ZHU,Q ZHOU,Y SHANG,H LI,M PENG,X KE,Z WENG,R ZHANG,X HUANG,SSC LI,G FENG,Y LU,M ZHANG",15699679757863684213,High
289,30599311,Phase separation as a mechanism for assembling dynamic postsynaptic density signalling complexes.,Phase separation as a mechanism for assembling dynamic postsynaptic density signalling complexes,"Z FENG,X CHEN,M ZENG,M ZHANG",4030614472425708955,High
290,29970987,"Shank2 Deletion in Parvalbumin Neurons Leads to Moderate Hyperactivity, Enhanced Self-Grooming and Suppressed Seizure Susceptibility in Mice.","Shank2 deletion in parvalbumin neurons leads to moderate hyperactivity, enhanced self-grooming and suppressed seizure susceptibility in mice","S LEE,E LEE,R KIM,J KIM,S LEE,H PARK,E YANG,H KIM,E KIM",17682228016743216869,High
291,32726576,Liquid-Liquid Phase Separation in Neuronal Development and Synaptic Signaling.,Liquid-liquid phase separation in neuronal development and synaptic signaling,"X WU,Q CAI,Z FENG,M ZHANG",11931524430378515763,High
292,28917202,Mechanisms of MAGUK-mediated cellular junctional complex organization.,Mechanisms of MAGUK-mediated cellular junctional complex organization,"F YE,M ZENG,M ZHANG",6544785304134805515,High
293,29485124,Structure function relations in PDZ-domain-containing proteins: Implications for protein networks in cellular signalling.,Structure function relations in PDZ-domain-containing proteins: Implications for protein networks in cellular signalling,"GP MANJUNATH,PL RAMANUJAM,S GALANDE",11832717476060254028,High
294,28682396,Nanoscale clustering of the neurotrophin receptor TrkB revealed by super-resolution STED microscopy.,Nanoscale clustering of the neurotrophin receptor TrkB revealed by super-resolution STED microscopy,"B ANGELOV,A ANGELOVA",13654703180428098492,High
295,28724449,Novel promoters and coding first exons in DLG2 linked to developmental disorders and intellectual disability.,Novel promoters and coding first exons in DLG2 linked to developmental disorders and intellectual disability,"C REGGIANI,S COPPENS,T SEKHARA,I DIMOV,B PICHON,N LUFIN,MC ADDOR,EF BELLIGNI,MC DIGILIO,F FALETRA,GB FERRERO,M GERARD,B ISIDOR,S JOSS,F NIEL-BÜTSCHI,MD PERRONE,F PETIT,A RENIERI,S ROMANA,A TOPA,JR VERMEESCH,T LENAERTS,G CASIMIR,M ABRAMOWICZ,G BONTEMPI,C VILAIN,N DECONINCK,G SMITS",9090879812946603041,High
296,,,"Genetic architecture of subcortical brain structures in over 40,000 individuals worldwide",,4996952301036370046,None
297,30864948,Intramolecular domain dynamics regulate synaptic MAGUK protein interactions.,Intramolecular domain dynamics regulate synaptic MAGUK protein interactions,"N RADEMACHER,B KUROPKA,SA KUNDE,MC WAHL,C FREUND,SA SHOICHET",18301229879737020518,High
298,29103941,Asymmetry of an Intracellular Scaffold at Vertebrate Electrical Synapses.,Asymmetry of an intracellular scaffold at vertebrate electrical synapses,"AJ MARSH,JC MICHEL,AP ADKE,EL HECKMAN,AC MILLER",2301390999829216312,High
299,32778793,Tau induces PSD95-neuronal NOS uncoupling and neurovascular dysfunction independent of neurodegeneration.,Tau induces PSD95–neuronal NOS uncoupling and neurovascular dysfunction independent of neurodegeneration,"L PARK,K HOCHRAINER,Y HATTORI,SJ AHN,A ANFRAY,G WANG,K UEKAWA,J SEO,V PALFINI,I BLANCO,D ACOSTA,D ELIEZER,P ZHOU,J ANRATHER,C IADECOLA",1715996708134629288,High
300,29217145,Neurodevelopmental synaptopathies: Insights from behaviour in rodent models of synapse gene mutations.,Neurodevelopmental synaptopathies: Insights from behaviour in rodent models of synapse gene mutations,"J LUO,RH NORRIS,SL GORDON,J NITHIANANTHARAJAH",10148124927369396089,High
301,28704399,Cooperative stochastic binding and unbinding explain synaptic size dynamics and statistics.,Cooperative stochastic binding and unbinding explain synaptic size dynamics and statistics,"A SHOMAR,L GEYRHOFER,NE ZIV,N BRENNER",6703425973062732169,High
302,29648450,Neuronal Synapses: Microscale Signal Processing Machineries Formed by Phase Separation?,Neuronal synapses: microscale signal processing machineries formed by phase separation?,"Z FENG,M ZENG,X CHEN,M ZHANG",12673926644614812872,High
303,27642159,An Atypical MAGUK GK Target Recognition Mode Revealed by the Interaction between DLG and KIF13B.,An atypical MAGUK GK target recognition mode revealed by the interaction between DLG and KIF13B,"J ZHU,Y SHANG,Y XIA,R ZHANG,M ZHANG",17185896443609533808,High
304,33139925,Gephyrin-mediated formation of inhibitory postsynaptic density sheet via phase separation.,Gephyrin-mediated formation of inhibitory postsynaptic density sheet via phase separation,"G BAI,Y WANG,M ZHANG",15057753386894618752,High
305,27756895,MPP2 is a postsynaptic MAGUK scaffold protein that links SynCAM1 cell adhesion molecules to core components of the postsynaptic density.,MPP2 is a postsynaptic MAGUK scaffold protein that links SynCAM1 cell adhesion molecules to core components of the postsynaptic density,"N RADEMACHER,B SCHMERL,JA LARDONG,MC WAHL,SA SHOICHET",15839313753017024078,High
306,32548680,"Liquid-liquid phase separation in biology: mechanisms, physiological functions and human diseases.","Liquid-liquid phase separation in biology: mechanisms, physiological functions and human diseases","H ZHANG,X JI,P LI,C LIU,J LOU,Z WANG,W WEN,Y XIAO,M ZHANG,X ZHU",10349374736765127573,High
307,31879129,Shank3 Binds to and Stabilizes the Active Form of Rap1 and HRas GTPases via Its NTD-ANK Tandem with Distinct Mechanisms.,Shank3 binds to and stabilizes the active form of Rap1 and HRas GTPases via its NTD-ANK tandem with distinct mechanisms,"Q CAI,T HOSOKAWA,M ZENG,Y HAYASHI,M ZHANG",1979983160154859797,High
308,31586061,Engineering selective competitors for the discrimination of highly conserved protein-protein interaction modules.,Engineering selective competitors for the discrimination of highly conserved protein-protein interaction modules,"C RIMBAULT,K MARUTHI,C BREILLAT,C GENUER,S CRESPILLO,V PUENTE-MUÑOZ,I CHAMMA,I GAUTHEREAU,S ANTOINE,C THIBAUT,FWJ TAI,B DARTIGUES,D GRILLO-BOSCH,S CLAVEROL,C POUJOL,D CHOQUET,CD MACKERETH,M SAINLOS",11665763699578171885,High
309,28264928,Inhibition of coactivator-associated arginine methyltransferase 1 modulates dendritic arborization and spine maturation of cultured hippocampal neurons.,Inhibition of coactivator-associated arginine methyltransferase 1 modulates dendritic arborization and spine maturation of cultured hippocampal neurons,"CS LIM,DL ALKON",16308073081635941707,High
310,32853540,BraInMap Elucidates the Macromolecular Connectivity Landscape of Mammalian Brain.,BraInMap elucidates the macromolecular connectivity landscape of mammalian brain,"R POURHAGHIGHI,PEA ASH,S PHANSE,F GOEBELS,LZM HU,S CHEN,Y ZHANG,SD WIERBOWSKI,S BOUDEAU,MT MOUTAOUFIK,RH MALTY,E MALOLEPSZA,K TSAFOU,A NATHAN,G CROMAR,H GUO,A AL ABDULLATIF,DJ APICCO,LA BECKER,AD GITLER,SM PULST,A YOUSSEF,R HEKMAN,PC HAVUGIMANA,CA WHITE,BC BLUM,A RATTI,CD BRYANT,J PARKINSON,K LAGE,M BABU,H YU,GD BADER,B WOLOZIN,A EMILI",7842516535837088113,High
311,30519187,"Eukaryotic Voltage-Gated Sodium Channels: On Their Origins, Asymmetries, Losses, Diversification and Adaptations.","Eukaryotic voltage-gated sodium channels: on their origins, asymmetries, losses, diversification and adaptations","JE FUX,A MEHTA,J MOFFAT,JD SPAFFORD",1143969298814753213,High
312,,,Potential synergistic action of 19 schizophrenia risk genes in the thalamus,,16373049397039638100,None
313,27186679,Regulation of Rap GTPases in mammalian neurons.,Regulation of Rap GTPases in mammalian neurons,"B SHAH,AW PÜSCHEL",3502082332893314286,High
314,31365284,Metabolic constraints on synaptic learning and memory.,Metabolic constraints on synaptic learning and memory,J KARBOWSKI,4519851242493496988,High
315,29703139,Identification of a novel Dlg2 isoform differentially expressed in IFNβ-producing plasmacytoid dendritic cells.,Identification of a novel Dlg2 isoform differentially expressed in IFNβ-producing plasmacytoid dendritic cells,"S ALI,A HOVEN,RJ DRESS,H SCHAAL,J ALFERINK,S SCHEU",7793758620824526772,High
316,,,Prestin: molecular mechanisms underlying outer hair cell electromotility,,10478090916906910877,None
317,30605082,Mechanisms of PDZ domain scaffold assembly illuminated by use of supported cell membrane sheets.,Mechanisms of PDZ domain scaffold assembly illuminated by use of supported cell membrane sheets,"S ERLENDSSON,TS THORSEN,G VAUQUELIN,I AMMENDRUP-JOHNSEN,V WIRTH,KL MARTINEZ,K TEILUM,U GETHER,KL MADSEN",11712602417710400945,High
318,29776605,G Protein-Coupled Receptor Resensitization Paradigms.,G protein-coupled receptor resensitization paradigms,"MK GUPTA,ML MOHAN,SV NAGA PRASAD",15561218338729198760,High
319,29454595,Growth hormone promotes synaptogenesis and protects neuroretinal dendrites against kainic acid (KA) induced damage.,Growth hormone promotes synaptogenesis and protects neuroretinal dendrites against kainic acid (KA) induced damage,"T FLEMING,CG MARTINEZ-MORENO,M CARRANZA,M LUNA,S HARVEY,C ARÁMBURO",8252544088771360226,High
320,30292394,RPS23RG1 Is Required for Synaptic Integrity and Rescues Alzheimer's Disease-Associated Cognitive Deficits.,RPS23RG1 is required for synaptic integrity and rescues Alzheimer's disease–associated cognitive deficits,"D ZHAO,J MENG,Y ZHAO,Y HUO,Y LIU,N ZHENG,M ZHANG,Y GAO,Z CHEN,H SUN,X WANG,C JING,T ZHANG,X ZHANG,H LUO,X WANG,J ZHANG,FR LIU,Y LI,G BU,L WEN,TY HUANG,H XU,YW ZHANG",15002118108226176661,High
321,33235361,"CaMKIIα-driven, phosphatase-checked postsynaptic plasticity via phase separation.","CaMKIIα-driven, phosphatase-checked postsynaptic plasticity via phase separation","Q CAI,M ZENG,X WU,H WU,Y ZHAN,R TIAN,M ZHANG",2120635235086052275,High
322,32814795,Estimation of the number of synapses in the hippocampus and brain-wide by volume electron microscopy and genetic labeling.,Estimation of the number of synapses in the hippocampus and brain-wide by volume electron microscopy and genetic labeling,"A SANTUY,L TOMÁS-ROCA,JR RODRÍGUEZ,J GONZÁLEZ-SORIANO,F ZHU,Z QIU,SGN GRANT,J DEFELIPE,A MERCHAN-PEREZ",3858805094147169110,High
323,28701415,Structure of the PSD-95/MAP1A complex reveals a unique target recognition mode of the MAGUK GK domain.,Structure of the PSD-95/MAP1A complex reveals a unique target recognition mode of the MAGUK GK domain,"Y XIA,Y SHANG,R ZHANG,J ZHU",7987506880445441036,High
324,32937911,Deep Learning-Assisted High-Throughput Analysis of Freeze-Fracture Replica Images Applied to Glutamate Receptors and Calcium Channels at Hippocampal Synapses.,Deep Learning-Assisted High-Throughput analysis of Freeze-Fracture replica images applied to glutamate receptors and calcium channels at hippocampal synapses,"D KLEINDIENST,J MONTANARO,P BHANDARI,MJ CASE,Y FUKAZAWA,R SHIGEMOTO",12830844916260303707,High
325,31745231,Slitrk2 controls excitatory synapse development via PDZ-mediated protein interactions.,Slitrk2 controls excitatory synapse development via PDZ-mediated protein interactions,"KA HAN,J KIM,H KIM,D KIM,D LIM,J KO,JW UM",4323257299896603179,High
326,34334791,Liquid-liquid phase separation in human health and diseases.,Liquid–liquid phase separation in human health and diseases,"B WANG,L ZHANG,T DAI,Z QIN,H LU,L ZHANG,F ZHOU",15352371410856026011,High
327,27558370,AMPA receptors: Dynamics and targets of disease.,AMPA receptors: Dynamics and targets of disease,EE BENARROCH,3156176866078157038,High
328,32198055,MiR-486-5p-directed MAGI1/Rap1/RASSF5 signaling pathway contributes to hydroquinone-induced inhibition of erythroid differentiation in K562 cells.,MiR-486-5p-directed MAGI1/Rap1/RASSF5 signaling pathway contributes to hydroquinone-induced inhibition of erythroid differentiation in K562 cells,"X MA,X ZHANG,J LUO,B LIANG,J PENG,C CHEN,H GUO,Q WANG,X XING,Q DENG,H HUANG,Q LIAO,W CHEN,Q HU,D YU,Y XIAO",14063069276937215806,High
329,30410350,,SMAGP a novel biomarker of cervical cancer development and progression,"Y JIA,H LI,G LIU,F SONG",6571036155446332455,Low
330,32372919,Understanding the Molecular and Cell Biological Mechanisms of Electrical Synapse Formation.,Understanding the molecular and cell biological mechanisms of electrical synapse formation,"EA MARTIN,AM LASSEIGNE,AC MILLER",7081868463441771834,High
331,32361599,Breaking symmetry - cell polarity signaling pathways in growth cone guidance and synapse formation.,Breaking symmetry–cell polarity signaling pathways in growth cone guidance and synapse formation,Y ZOU,14407801138313454784,High
332,29913061,The Protein Biochemistry of the Postsynaptic Density in Glutamatergic Synapses Mediates Learning in Neural Networks.,The protein biochemistry of the postsynaptic density in glutamatergic synapses mediates learning in neural networks,MB KENNEDY,12432827055438822050,High
333,,,C. elegans MAGU-2/Mpp5 homolog regulates epidermal phagocytosis and synapse density,,14270940773494178563,None
334,,,Sapap3 deletion causes dynamic synaptic density abnormalities: a longitudinal [11 C] UCB-J PET study in a model of obsessive–compulsive disorder-like …,,7425118808325171027,None
335,33337489,Regulation of membrane NMDA receptors by dynamics and protein interactions.,Regulation of membrane NMDA receptors by dynamics and protein interactions,"M PETIT-PEDROL,L GROC",16101211623254676737,High
336,34244435,"MAGUKs are essential, but redundant, in long-term potentiation.","MAGUKs are essential, but redundant, in long-term potentiation","X CHEN,Y FUKATA,M FUKATA,RA NICOLL",7492758262253015197,High
337,32348748,Structural Basis for the High-Affinity Interaction between CASK and Mint1.,Structural Basis for the High-Affinity Interaction between CASK and Mint1,"X WU,Q CAI,Y CHEN,S ZHU,J MI,J WANG,M ZHANG",11738116831162005893,High
338,,,FMRP and CYFIP1 at the Synapse and Their Role in Psychiatric Vulnerability,,12676506322282554044,None
339,32552730,"Multiple functions of the scaffold protein Discs large 5 in the control of growth, cell polarity and cell adhesion in Drosophila melanogaster.","Multiple functions of the scaffold protein Discs large 5 in the control of growth, cell polarity and cell adhesion in Drosophila melanogaster","P VENUGOPAL,H VEYSSIÈRE,JL COUDERC,G RICHARD,C VACHIAS,V MIROUSE",7522162404640629482,High
340,34564532,High-Level Expression of Palmitoylated MPP1 Recombinant Protein in Mammalian Cells.,High-level expression of palmitoylated MPP1 recombinant protein in mammalian cells,"A CHYTŁA,W GAJDZIK-NOWAK,A BIERNATOWSKA,AF SIKORSKI,A CZOGALLA",698740457272004137,High
341,31904424,Distinct calcium/calmodulin-dependent serine protein kinase domains control cardiac sodium channel membrane expression and focal adhesion anchoring.,Distinct calcium/calmodulin-dependent serine protein kinase domains control cardiac sodium channel membrane expression and focal adhesion anchoring,"A BEURIOT,CA EICHEL,G DILANIAN,F LOUAULT,D MELGARI,N DOISNE,A COULOMBE,SN HATEM,E BALSE",7451720225721710050,High
342,29706638,Genome-wide linkage analysis in Spanish melanoma-prone families identifies a new familial melanoma susceptibility locus at 11q.,Genome-wide linkage analysis in Spanish melanoma-prone families identifies a new familial melanoma susceptibility locus at 11q,"M POTRONY,JA PUIG-BUTILLE,JM FARNHAM,P GIMÉNEZ-XAVIER,C BADENAS,G TELL-MARTÍ,P AGUILERA,C CARRERA,J MALVEHY,CC TEERLINK,S PUIG",16058727201215697752,High
343,32157575,Interaction Between CRIPT and PSD-95 Is Required for Proper Dendritic Arborization in Hippocampal Neurons.,Interaction between CRIPT and PSD-95 is required for proper dendritic arborization in hippocampal neurons,"A OMELCHENKO,H MENON,SG DONOFRIO,G KUMAR,HM CHAPMAN,J ROSHAL,ER MARTINEZ-MONTES,TL WANG,MR SPALLER,BL FIRESTEIN",10371094073877480413,High
344,33833781,The Potential Regulatory Network of Glutamate Metabolic Pathway Disturbance in Chinese Han Withdrawal Methamphetamine Abusers.,The potential regulatory network of glutamate metabolic pathway disturbance in Chinese Han withdrawal methamphetamine abusers,"S PENG,H SU,T CHEN,X LI,J DU,H JIANG,M ZHAO",5844399205166371069,High
345,33908867,Electrical synaptic transmission requires a postsynaptic scaffolding protein.,Electrical synaptic transmission requires a postsynaptic scaffolding protein,"AM LASSEIGNE,FA ECHEVERRY,S IJAZ,JC MICHEL,EA MARTIN,AJ MARSH,E TRUJILLO,KC MARSDEN,AE PEREDA,AC MILLER",796658927360650917,High
